,feature,score
117,goalNoGoal_flashback_m13,-5.483870826256684
118,underOver_chance_over05HT,-5.493374948328214
119,chance1x2_flashback_pHt2,-5.714429058062615
120,chance1x2_bookkeeping_avg,-6.410606039260483
121,goalNoGoal_bookkeeping_avg,-6.674651028609644
122,underOver_flashback_under05HT,-6.887650959990605
123,evaluation_valScala,-7.212045265663237
124,goalNoGoal_flashback_m35,-7.774420733848219
125,chance1x2_comparison_affini,-8.404296238776004
126,chance1x2_bookkeeping_status,-10.204973610303242
127,underOver_bookkeeping_arrow,-16.67485424902304
128,chance1x2_bookkeeping_arrow,-19.870211935778215
129,goalNoGoal_bookkeeping_arrow,-20.996870574668726
130,chance1x2_xg,-35.74829643416798
